"","FeatureName","FeatureType","DateCode","Waste.Management","Tonnes"
"453","City of Edinburgh","Council Area",2014,"Other Diversion",11160.3
"454","Clackmannanshire","Council Area",2014,"Other Diversion",1084.9
"455","Dumfries and Galloway","Council Area",2014,"Other Diversion",34722.4
"456","Dundee City","Council Area",2014,"Other Diversion",39054.1
"457","East Ayrshire","Council Area",2014,"Other Diversion",8613.6
"458","East Dunbartonshire","Council Area",2014,"Other Diversion",6271.7
"459","East Lothian","Council Area",2014,"Other Diversion",4007.9
"460","East Renfrewshire","Council Area",2014,"Other Diversion",334.8
"461","Falkirk","Council Area",2014,"Other Diversion",120.5
"462","Fife","Council Area",2014,"Other Diversion",4485.3
"463","Glasgow City","Council Area",2014,"Other Diversion",1837.7
"464","Highland","Council Area",2014,"Other Diversion",1753.7
"465","Inverclyde","Council Area",2014,"Other Diversion",142.2
"466","Midlothian","Council Area",2014,"Other Diversion",27.3
"467","Moray","Council Area",2014,"Other Diversion",0
"468","Na h-Eileanan Siar","Council Area",2014,"Other Diversion",1909.8
"469","North Ayrshire","Council Area",2014,"Other Diversion",612.8
"470","North Lanarkshire","Council Area",2014,"Other Diversion",5980.1
"471","Orkney Islands","Council Area",2014,"Other Diversion",5069.7
"472","Perth and Kinross","Council Area",2014,"Other Diversion",1860.1
"473","Renfrewshire","Council Area",2014,"Other Diversion",17708.6
"474","Scottish Borders","Council Area",2014,"Other Diversion",940.4
"475","Shetland Islands","Council Area",2014,"Other Diversion",6900.2
"476","South Ayrshire","Council Area",2014,"Other Diversion",8621.6
"477","South Lanarkshire","Council Area",2014,"Other Diversion",960.3
"478","Stirling","Council Area",2014,"Other Diversion",1811.4
"479","West Dunbartonshire","Council Area",2014,"Other Diversion",2420.8
"480","West Lothian","Council Area",2014,"Other Diversion",1709.6
"481","Aberdeen City","Council Area",2015,"Other Diversion",406.8
"482","Aberdeenshire","Council Area",2015,"Other Diversion",172.1
"483","Angus","Council Area",2015,"Other Diversion",10809.8
"484","Argyll and Bute","Council Area",2015,"Other Diversion",9039.9
"485","City of Edinburgh","Council Area",2015,"Other Diversion",13631.4
"486","Clackmannanshire","Council Area",2015,"Other Diversion",2432.7
"487","Dumfries and Galloway","Council Area",2015,"Other Diversion",35410.8
"488","Dundee City","Council Area",2015,"Other Diversion",40187.3
"489","East Ayrshire","Council Area",2015,"Other Diversion",7182.2
"490","East Dunbartonshire","Council Area",2015,"Other Diversion",4435.5
"491","East Lothian","Council Area",2015,"Other Diversion",2217.3
"492","East Renfrewshire","Council Area",2015,"Other Diversion",241.4
"493","Falkirk","Council Area",2015,"Other Diversion",4592.1
"494","Fife","Council Area",2015,"Other Diversion",9087.7
"495","Glasgow City","Council Area",2015,"Other Diversion",2360
"496","Highland","Council Area",2015,"Other Diversion",1184.5
"497","Inverclyde","Council Area",2015,"Other Diversion",141.1
"498","Midlothian","Council Area",2015,"Other Diversion",7714.1
"499","Moray","Council Area",2015,"Other Diversion",0
"500","Na h-Eileanan Siar","Council Area",2015,"Other Diversion",1948.4
"501","North Ayrshire","Council Area",2015,"Other Diversion",1586.8
"502","North Lanarkshire","Council Area",2015,"Other Diversion",16624.8
"503","Orkney Islands","Council Area",2015,"Other Diversion",4806.2
"504","Perth and Kinross","Council Area",2015,"Other Diversion",8011
"505","Renfrewshire","Council Area",2015,"Other Diversion",19821.3
"506","Scottish Borders","Council Area",2015,"Other Diversion",892.2
"507","Shetland Islands","Council Area",2015,"Other Diversion",7051.9
"508","South Ayrshire","Council Area",2015,"Other Diversion",7500.4
"509","South Lanarkshire","Council Area",2015,"Other Diversion",0
"510","Stirling","Council Area",2015,"Other Diversion",1563
"511","West Dunbartonshire","Council Area",2015,"Other Diversion",4138
"512","West Lothian","Council Area",2015,"Other Diversion",4331.8
"513","Aberdeen City","Council Area",2016,"Other Diversion",603.5
"514","Aberdeenshire","Council Area",2016,"Other Diversion",1564.1
"515","Angus","Council Area",2016,"Other Diversion",10205.9
"516","Argyll and Bute","Council Area",2016,"Other Diversion",8186.2
"517","City of Edinburgh","Council Area",2016,"Other Diversion",3425.6
"518","Clackmannanshire","Council Area",2016,"Other Diversion",3897.7
"519","Dumfries and Galloway","Council Area",2016,"Other Diversion",30173
"520","Dundee City","Council Area",2016,"Other Diversion",40499.4
"521","East Ayrshire","Council Area",2016,"Other Diversion",5934.9
"522","East Dunbartonshire","Council Area",2016,"Other Diversion",5909
"523","East Lothian","Council Area",2016,"Other Diversion",86.5
"524","East Renfrewshire","Council Area",2016,"Other Diversion",791.1
"525","Falkirk","Council Area",2016,"Other Diversion",11228.7
"526","Fife","Council Area",2016,"Other Diversion",8182.6
"527","Glasgow City","Council Area",2016,"Other Diversion",5983.2
"528","Highland","Council Area",2016,"Other Diversion",995
"529","Inverclyde","Council Area",2016,"Other Diversion",900.2
"530","Midlothian","Council Area",2016,"Other Diversion",6629
"531","Moray","Council Area",2016,"Other Diversion",0
"532","Na h-Eileanan Siar","Council Area",2016,"Other Diversion",1929
"533","North Ayrshire","Council Area",2016,"Other Diversion",1916.2
"534","North Lanarkshire","Council Area",2016,"Other Diversion",25296.6
"535","Orkney Islands","Council Area",2016,"Other Diversion",4996.8
"536","Perth and Kinross","Council Area",2016,"Other Diversion",8688.8
"537","Renfrewshire","Council Area",2016,"Other Diversion",22869.2
"538","Scottish Borders","Council Area",2016,"Other Diversion",954.9
"539","Shetland Islands","Council Area",2016,"Other Diversion",6952.9
"540","South Ayrshire","Council Area",2016,"Other Diversion",5974.4
"541","South Lanarkshire","Council Area",2016,"Other Diversion",0
"542","Stirling","Council Area",2016,"Other Diversion",7834.8
"543","West Dunbartonshire","Council Area",2016,"Other Diversion",4282.4
"544","West Lothian","Council Area",2016,"Other Diversion",4894.2
"545","Aberdeen City","Council Area",2017,"Other Diversion",17594.4
"546","Aberdeenshire","Council Area",2017,"Other Diversion",1996.9
"547","Angus","Council Area",2017,"Other Diversion",11839.7
"548","Argyll and Bute","Council Area",2017,"Other Diversion",7322.8
"549","City of Edinburgh","Council Area",2017,"Other Diversion",5205.7
"550","Clackmannanshire","Council Area",2017,"Other Diversion",2867
"551","Dumfries and Galloway","Council Area",2017,"Other Diversion",23318.3
"552","Dundee City","Council Area",2017,"Other Diversion",37485.7
"553","East Ayrshire","Council Area",2017,"Other Diversion",5353
"554","East Dunbartonshire","Council Area",2017,"Other Diversion",6295
"555","East Lothian","Council Area",2017,"Other Diversion",227.5
"556","East Renfrewshire","Council Area",2017,"Other Diversion",1480.4
"557","Falkirk","Council Area",2017,"Other Diversion",8504.1
"558","Fife","Council Area",2017,"Other Diversion",12146.5
"559","Glasgow City","Council Area",2017,"Other Diversion",13705.7
"560","Highland","Council Area",2017,"Other Diversion",1492.6
"561","Inverclyde","Council Area",2017,"Other Diversion",1528.5
"562","Midlothian","Council Area",2017,"Other Diversion",1819.4
"563","Moray","Council Area",2017,"Other Diversion",0.1
"564","Na h-Eileanan Siar","Council Area",2017,"Other Diversion",1638.8
"565","North Ayrshire","Council Area",2017,"Other Diversion",1777.8
"566","North Lanarkshire","Council Area",2017,"Other Diversion",7765
"567","Orkney Islands","Council Area",2017,"Other Diversion",4855.3
"568","Perth and Kinross","Council Area",2017,"Other Diversion",4715.4
"569","Renfrewshire","Council Area",2017,"Other Diversion",19871
"570","Scottish Borders","Council Area",2017,"Other Diversion",1555.3
"571","Shetland Islands","Council Area",2017,"Other Diversion",6798.3
"572","South Ayrshire","Council Area",2017,"Other Diversion",6850
"573","South Lanarkshire","Council Area",2017,"Other Diversion",0
"574","Stirling","Council Area",2017,"Other Diversion",6186.6
"575","West Dunbartonshire","Council Area",2017,"Other Diversion",3653.6
"576","West Lothian","Council Area",2017,"Other Diversion",6688
"577","Aberdeen City","Council Area",2018,"Other Diversion",27438.1
"578","Aberdeenshire","Council Area",2018,"Other Diversion",2783.8
"579","Angus","Council Area",2018,"Other Diversion",22346.1
"580","Argyll and Bute","Council Area",2018,"Other Diversion",7725.1
"581","City of Edinburgh","Council Area",2018,"Other Diversion",17678
"582","Clackmannanshire","Council Area",2018,"Other Diversion",491.6
"583","Dumfries and Galloway","Council Area",2018,"Other Diversion",22504.5
"584","Dundee City","Council Area",2018,"Other Diversion",34672.6
"585","East Ayrshire","Council Area",2018,"Other Diversion",4956.8
"586","East Dunbartonshire","Council Area",2018,"Other Diversion",9994.2
"587","East Lothian","Council Area",2018,"Other Diversion",1987
"588","East Renfrewshire","Council Area",2018,"Other Diversion",1084.6
"589","Falkirk","Council Area",2018,"Other Diversion",3175.3
"590","Fife","Council Area",2018,"Other Diversion",10560.3
"591","Glasgow City","Council Area",2018,"Other Diversion",17377.3
"592","Highland","Council Area",2018,"Other Diversion",7279.9
"593","Inverclyde","Council Area",2018,"Other Diversion",1724.2
"594","Midlothian","Council Area",2018,"Other Diversion",5193.6
"595","Moray","Council Area",2018,"Other Diversion",0
"596","Na h-Eileanan Siar","Council Area",2018,"Other Diversion",1756
"597","North Ayrshire","Council Area",2018,"Other Diversion",6815.2
"598","North Lanarkshire","Council Area",2018,"Other Diversion",19970
"599","Orkney Islands","Council Area",2018,"Other Diversion",4825.7
"600","Perth and Kinross","Council Area",2018,"Other Diversion",4045.4
"601","Renfrewshire","Council Area",2018,"Other Diversion",24087
"602","Scottish Borders","Council Area",2018,"Other Diversion",1455.3
"603","Shetland Islands","Council Area",2018,"Other Diversion",6476.6
"604","South Ayrshire","Council Area",2018,"Other Diversion",6490.5
"605","South Lanarkshire","Council Area",2018,"Other Diversion",11261.5
"606","Stirling","Council Area",2018,"Other Diversion",434
"607","West Dunbartonshire","Council Area",2018,"Other Diversion",4036.5
"608","West Lothian","Council Area",2018,"Other Diversion",7729.9
"609","Aberdeen City","Council Area",2019,"Other Diversion",27406.9
"610","Aberdeenshire","Council Area",2019,"Other Diversion",2617.8
"611","Angus","Council Area",2019,"Other Diversion",18781.7
"612","Argyll and Bute","Council Area",2019,"Other Diversion",6974.5
"613","City of Edinburgh","Council Area",2019,"Other Diversion",109305.4
"614","Clackmannanshire","Council Area",2019,"Other Diversion",7
"615","Dumfries and Galloway","Council Area",2019,"Other Diversion",34466.7
"616","Dundee City","Council Area",2019,"Other Diversion",35664.3
"617","East Ayrshire","Council Area",2019,"Other Diversion",4705.2
"618","East Dunbartonshire","Council Area",2019,"Other Diversion",13257.6
"619","East Lothian","Council Area",2019,"Other Diversion",14663.6
"620","East Renfrewshire","Council Area",2019,"Other Diversion",1103.5
"621","Falkirk","Council Area",2019,"Other Diversion",2232.7
"622","Fife","Council Area",2019,"Other Diversion",18846.6
"623","Glasgow City","Council Area",2019,"Other Diversion",66480.4
"624","Highland","Council Area",2019,"Other Diversion",9390.4
"625","Inverclyde","Council Area",2019,"Other Diversion",1770.6
"626","Midlothian","Council Area",2019,"Other Diversion",15599.9
"627","Moray","Council Area",2019,"Other Diversion",0
"628","Na h-Eileanan Siar","Council Area",2019,"Other Diversion",1891.8
"629","North Ayrshire","Council Area",2019,"Other Diversion",10027.5
"630","North Lanarkshire","Council Area",2019,"Other Diversion",57763.8
"631","Orkney Islands","Council Area",2019,"Other Diversion",5217.1
"632","Perth and Kinross","Council Area",2019,"Other Diversion",4275.1
"633","Renfrewshire","Council Area",2019,"Other Diversion",24764.1
"634","Scottish Borders","Council Area",2019,"Other Diversion",11517.5
"635","Shetland Islands","Council Area",2019,"Other Diversion",6083.5
"636","South Ayrshire","Council Area",2019,"Other Diversion",5168.7
"637","South Lanarkshire","Council Area",2019,"Other Diversion",41761.1
"638","Stirling","Council Area",2019,"Other Diversion",178.9
"639","West Dunbartonshire","Council Area",2019,"Other Diversion",4040.1
"640","West Lothian","Council Area",2019,"Other Diversion",20830.9
"641","Aberdeen City","Council Area",2020,"Other Diversion",29781.9
"642","Aberdeenshire","Council Area",2020,"Other Diversion",2505.4
"643","Angus","Council Area",2020,"Other Diversion",18924.1
"644","Argyll and Bute","Council Area",2020,"Other Diversion",6963.3
"645","City of Edinburgh","Council Area",2020,"Other Diversion",120302.2
"646","Clackmannanshire","Council Area",2020,"Other Diversion",1.9
"647","Dumfries and Galloway","Council Area",2020,"Other Diversion",33519.5
"648","Dundee City","Council Area",2020,"Other Diversion",36409.6
"649","East Ayrshire","Council Area",2020,"Other Diversion",5671.2
"650","East Dunbartonshire","Council Area",2020,"Other Diversion",19544.9
"651","East Lothian","Council Area",2020,"Other Diversion",19668.7
"652","East Renfrewshire","Council Area",2020,"Other Diversion",14384.3
"653","Falkirk","Council Area",2020,"Other Diversion",3778
"654","Fife","Council Area",2020,"Other Diversion",14633.3
"655","Glasgow City","Council Area",2020,"Other Diversion",110267.9
"656","Highland","Council Area",2020,"Other Diversion",5639.4
"657","Inverclyde","Council Area",2020,"Other Diversion",2030.3
"658","Midlothian","Council Area",2020,"Other Diversion",17332.2
"659","Moray","Council Area",2020,"Other Diversion",0
"660","Na h-Eileanan Siar","Council Area",2020,"Other Diversion",40.4
"661","North Ayrshire","Council Area",2020,"Other Diversion",24796.4
"662","North Lanarkshire","Council Area",2020,"Other Diversion",76848.6
"663","Orkney Islands","Council Area",2020,"Other Diversion",3259
"664","Perth and Kinross","Council Area",2020,"Other Diversion",5562.7
"665","Renfrewshire","Council Area",2020,"Other Diversion",32593
"666","Scottish Borders","Council Area",2020,"Other Diversion",23808.5
"667","Shetland Islands","Council Area",2020,"Other Diversion",5234.5
"668","South Ayrshire","Council Area",2020,"Other Diversion",5468.6
"669","South Lanarkshire","Council Area",2020,"Other Diversion",64167.8
"670","Stirling","Council Area",2020,"Other Diversion",295.3
"671","West Dunbartonshire","Council Area",2020,"Other Diversion",4977.1
"672","West Lothian","Council Area",2020,"Other Diversion",39406.2
"673","Aberdeen City","Council Area",2021,"Other Diversion",41798.9
"674","Aberdeenshire","Council Area",2021,"Other Diversion",2946.5
"675","Angus","Council Area",2021,"Other Diversion",22804.9
"676","Argyll and Bute","Council Area",2021,"Other Diversion",6805.8
"677","City of Edinburgh","Council Area",2021,"Other Diversion",120927.9
"678","Clackmannanshire","Council Area",2021,"Other Diversion",6.1
"679","Dumfries and Galloway","Council Area",2021,"Other Diversion",32090
"680","Dundee City","Council Area",2021,"Other Diversion",41334.8
"681","East Ayrshire","Council Area",2021,"Other Diversion",5100.8
"682","East Dunbartonshire","Council Area",2021,"Other Diversion",25518.8
"683","East Lothian","Council Area",2021,"Other Diversion",19372.6
"684","East Renfrewshire","Council Area",2021,"Other Diversion",16016
"685","Falkirk","Council Area",2021,"Other Diversion",3976.5
"686","Fife","Council Area",2021,"Other Diversion",14651
"687","Glasgow City","Council Area",2021,"Other Diversion",90855
"688","Highland","Council Area",2021,"Other Diversion",6021.7
"689","Inverclyde","Council Area",2021,"Other Diversion",2651.2
"690","Midlothian","Council Area",2021,"Other Diversion",17650.2
"691","Moray","Council Area",2021,"Other Diversion",0
"692","Na h-Eileanan Siar","Council Area",2021,"Other Diversion",55.3
"693","North Ayrshire","Council Area",2021,"Other Diversion",24138.9
"694","North Lanarkshire","Council Area",2021,"Other Diversion",72272
"695","Orkney Islands","Council Area",2021,"Other Diversion",4603.2
"696","Perth and Kinross","Council Area",2021,"Other Diversion",5861.4
"697","Renfrewshire","Council Area",2021,"Other Diversion",34255.9
"698","Scottish Borders","Council Area",2021,"Other Diversion",24434.7
"699","Shetland Islands","Council Area",2021,"Other Diversion",5593.7
"700","South Ayrshire","Council Area",2021,"Other Diversion",5755.1
"701","South Lanarkshire","Council Area",2021,"Other Diversion",60607.7
"702","Stirling","Council Area",2021,"Other Diversion",744.7
"703","West Dunbartonshire","Council Area",2021,"Other Diversion",5012.8
"704","West Lothian","Council Area",2021,"Other Diversion",44051.4
"705","Aberdeen City","Council Area",2011,"Recycled",34661.9
"706","Aberdeenshire","Council Area",2011,"Recycled",49734.9
"707","Angus","Council Area",2011,"Recycled",25991.9
"708","Argyll and Bute","Council Area",2011,"Recycled",12638.4
"709","City of Edinburgh","Council Area",2011,"Recycled",56936.3
"710","Clackmannanshire","Council Area",2011,"Recycled",15911.4
"711","Dumfries and Galloway","Council Area",2011,"Recycled",15857.7
"712","Dundee City","Council Area",2011,"Recycled",22141.1
"713","East Ayrshire","Council Area",2011,"Recycled",28510.8
"714","East Dunbartonshire","Council Area",2011,"Recycled",21006.3
"715","East Lothian","Council Area",2011,"Recycled",23432.7
"716","East Renfrewshire","Council Area",2011,"Recycled",23912.2
"717","Falkirk","Council Area",2011,"Recycled",41207.8
"718","Fife","Council Area",2011,"Recycled",114983.4
"719","Glasgow City","Council Area",2011,"Recycled",67016.9
"720","Highland","Council Area",2011,"Recycled",54577.4
"721","Inverclyde","Council Area",2011,"Recycled",13990.8
"722","Midlothian","Council Area",2011,"Recycled",20627.2
"723","Moray","Council Area",2011,"Recycled",23337.8
"724","Na h-Eileanan Siar","Council Area",2011,"Recycled",2151.3
"725","North Ayrshire","Council Area",2011,"Recycled",35318.9
"726","North Lanarkshire","Council Area",2011,"Recycled",62955.9
"727","Orkney Islands","Council Area",2011,"Recycled",1884.1
"728","Perth and Kinross","Council Area",2011,"Recycled",40888.8
"729","Renfrewshire","Council Area",2011,"Recycled",34891.5
"730","Scottish Borders","Council Area",2011,"Recycled",24897.6
"731","Shetland Islands","Council Area",2011,"Recycled",1657
"732","South Ayrshire","Council Area",2011,"Recycled",26833.5
"733","South Lanarkshire","Council Area",2011,"Recycled",57174.4
"734","Stirling","Council Area",2011,"Recycled",23538.6
"735","West Dunbartonshire","Council Area",2011,"Recycled",18505.5
"736","West Lothian","Council Area",2011,"Recycled",32573.2
"737","Aberdeen City","Council Area",2012,"Recycled",36242.2
"738","Aberdeenshire","Council Area",2012,"Recycled",47889.2
"739","Angus","Council Area",2012,"Recycled",24388.6
"740","Argyll and Bute","Council Area",2012,"Recycled",13996.1
"741","City of Edinburgh","Council Area",2012,"Recycled",66451.6
"742","Clackmannanshire","Council Area",2012,"Recycled",16348
"743","Dumfries and Galloway","Council Area",2012,"Recycled",15294.3
"744","Dundee City","Council Area",2012,"Recycled",20793.9
"745","East Ayrshire","Council Area",2012,"Recycled",26048.2
"746","East Dunbartonshire","Council Area",2012,"Recycled",20155.2
"747","East Lothian","Council Area",2012,"Recycled",23497.8
"748","East Renfrewshire","Council Area",2012,"Recycled",23745
"749","Falkirk","Council Area",2012,"Recycled",41978.6
"750","Fife","Council Area",2012,"Recycled",102310.2
"751","Glasgow City","Council Area",2012,"Recycled",69113.5
"752","Highland","Council Area",2012,"Recycled",54889.9
"753","Inverclyde","Council Area",2012,"Recycled",16842.7
"754","Midlothian","Council Area",2012,"Recycled",19278.3
"755","Moray","Council Area",2012,"Recycled",25904.7
"756","Na h-Eileanan Siar","Council Area",2012,"Recycled",2362.1
"757","North Ayrshire","Council Area",2012,"Recycled",32408
"758","North Lanarkshire","Council Area",2012,"Recycled",61886.1
"759","Orkney Islands","Council Area",2012,"Recycled",1610.5
"760","Perth and Kinross","Council Area",2012,"Recycled",40340.7
"761","Renfrewshire","Council Area",2012,"Recycled",31911.1
"762","Scottish Borders","Council Area",2012,"Recycled",22647.9
"763","Shetland Islands","Council Area",2012,"Recycled",1454.4
"764","South Ayrshire","Council Area",2012,"Recycled",26205.6
"765","South Lanarkshire","Council Area",2012,"Recycled",56435.9
"766","Stirling","Council Area",2012,"Recycled",24051.9
"767","West Dunbartonshire","Council Area",2012,"Recycled",17165
"768","West Lothian","Council Area",2012,"Recycled",31001.2
"769","Aberdeen City","Council Area",2013,"Recycled",34955.9
"770","Aberdeenshire","Council Area",2013,"Recycled",47218
"771","Angus","Council Area",2013,"Recycled",23416
"772","Argyll and Bute","Council Area",2013,"Recycled",15417
"773","City of Edinburgh","Council Area",2013,"Recycled",67796.2
"774","Clackmannanshire","Council Area",2013,"Recycled",16043.9
"775","Dumfries and Galloway","Council Area",2013,"Recycled",16204.5
"776","Dundee City","Council Area",2013,"Recycled",19111
"777","East Ayrshire","Council Area",2013,"Recycled",28382
"778","East Dunbartonshire","Council Area",2013,"Recycled",21988.5
"779","East Lothian","Council Area",2013,"Recycled",20879.1
"780","East Renfrewshire","Council Area",2013,"Recycled",24738.1
"781","Falkirk","Council Area",2013,"Recycled",38162.1
"782","Fife","Council Area",2013,"Recycled",105601.2
"783","Glasgow City","Council Area",2013,"Recycled",61309.9
"784","Highland","Council Area",2013,"Recycled",55585.7
"785","Inverclyde","Council Area",2013,"Recycled",16183.9
"786","Midlothian","Council Area",2013,"Recycled",16960.2
"787","Moray","Council Area",2013,"Recycled",24423.3
"788","Na h-Eileanan Siar","Council Area",2013,"Recycled",2568.6
"789","North Ayrshire","Council Area",2013,"Recycled",34616.9
"790","North Lanarkshire","Council Area",2013,"Recycled",64401.2
"791","Orkney Islands","Council Area",2013,"Recycled",1715.4
"792","Perth and Kinross","Council Area",2013,"Recycled",39224.4
"793","Renfrewshire","Council Area",2013,"Recycled",34740.7
"794","Scottish Borders","Council Area",2013,"Recycled",21178.6
"795","Shetland Islands","Council Area",2013,"Recycled",1234.7
"796","South Ayrshire","Council Area",2013,"Recycled",23526.4
"797","South Lanarkshire","Council Area",2013,"Recycled",56153.1
"798","Stirling","Council Area",2013,"Recycled",21448.2
"799","West Dunbartonshire","Council Area",2013,"Recycled",15903.2
"800","West Lothian","Council Area",2013,"Recycled",31155.4
"801","Aberdeen City","Council Area",2014,"Recycled",36741.8
"802","Aberdeenshire","Council Area",2014,"Recycled",52478
"803","Angus","Council Area",2014,"Recycled",30879
"804","Argyll and Bute","Council Area",2014,"Recycled",15655.6
"805","City of Edinburgh","Council Area",2014,"Recycled",70451.2
"806","Clackmannanshire","Council Area",2014,"Recycled",14929.3
"807","Dumfries and Galloway","Council Area",2014,"Recycled",15940.1
"808","Dundee City","Council Area",2014,"Recycled",20289.6
"809","East Ayrshire","Council Area",2014,"Recycled",28379.9
"810","East Dunbartonshire","Council Area",2014,"Recycled",23532.8
"811","East Lothian","Council Area",2014,"Recycled",22529.1
"812","East Renfrewshire","Council Area",2014,"Recycled",25950.3
"813","Falkirk","Council Area",2014,"Recycled",39980.7
"814","Fife","Council Area",2014,"Recycled",101059.7
"815","Glasgow City","Council Area",2014,"Recycled",57839.4
"816","Highland","Council Area",2014,"Recycled",60459.3
"817","Inverclyde","Council Area",2014,"Recycled",16169.6
"818","Midlothian","Council Area",2014,"Recycled",19110.7
"819","Moray","Council Area",2014,"Recycled",27681.1
"820","Na h-Eileanan Siar","Council Area",2014,"Recycled",2914.4
"821","North Ayrshire","Council Area",2014,"Recycled",36743.9
"822","North Lanarkshire","Council Area",2014,"Recycled",62527.6
"823","Orkney Islands","Council Area",2014,"Recycled",1830.7
"824","Perth and Kinross","Council Area",2014,"Recycled",42372
"825","Renfrewshire","Council Area",2014,"Recycled",37657.3
"826","Scottish Borders","Council Area",2014,"Recycled",18345.2
"827","Shetland Islands","Council Area",2014,"Recycled",899.3
"828","South Ayrshire","Council Area",2014,"Recycled",27750.5
"829","South Lanarkshire","Council Area",2014,"Recycled",68999.9
"830","Stirling","Council Area",2014,"Recycled",21551.3
"831","West Dunbartonshire","Council Area",2014,"Recycled",17876
"832","West Lothian","Council Area",2014,"Recycled",33715.4
"833","Aberdeen City","Council Area",2015,"Recycled",36678.9
"834","Aberdeenshire","Council Area",2015,"Recycled",56902.1
"835","Angus","Council Area",2015,"Recycled",34102
"836","Argyll and Bute","Council Area",2015,"Recycled",17513.9
"837","City of Edinburgh","Council Area",2015,"Recycled",80129.7
"838","Clackmannanshire","Council Area",2015,"Recycled",12791.6
"839","Dumfries and Galloway","Council Area",2015,"Recycled",16915
"840","Dundee City","Council Area",2015,"Recycled",22373
"841","East Ayrshire","Council Area",2015,"Recycled",29860.9
"842","East Dunbartonshire","Council Area",2015,"Recycled",27454.5
"843","East Lothian","Council Area",2015,"Recycled",26162.9
"844","East Renfrewshire","Council Area",2015,"Recycled",26449.2
"845","Falkirk","Council Area",2015,"Recycled",39010.7
"846","Fife","Council Area",2015,"Recycled",99965.3
"847","Glasgow City","Council Area",2015,"Recycled",57624.1
"848","Highland","Council Area",2015,"Recycled",58147.3
"849","Inverclyde","Council Area",2015,"Recycled",15592.1
"850","Midlothian","Council Area",2015,"Recycled",20135.6
"851","Moray","Council Area",2015,"Recycled",28777.9
"852","Na h-Eileanan Siar","Council Area",2015,"Recycled",2972.6
"853","North Ayrshire","Council Area",2015,"Recycled",35948.5
"854","North Lanarkshire","Council Area",2015,"Recycled",62339.4
"855","Orkney Islands","Council Area",2015,"Recycled",1801.5
"856","Perth and Kinross","Council Area",2015,"Recycled",41328.4
"857","Renfrewshire","Council Area",2015,"Recycled",36426.8
"858","Scottish Borders","Council Area",2015,"Recycled",18600.4
"859","Shetland Islands","Council Area",2015,"Recycled",939.4
"860","South Ayrshire","Council Area",2015,"Recycled",28652.7
"861","South Lanarkshire","Council Area",2015,"Recycled",74240.8
"862","Stirling","Council Area",2015,"Recycled",22583.9
"863","West Dunbartonshire","Council Area",2015,"Recycled",20914.4
"864","West Lothian","Council Area",2015,"Recycled",35092.2
"865","Aberdeen City","Council Area",2016,"Recycled",37498.6
"866","Aberdeenshire","Council Area",2016,"Recycled",57304.7
"867","Angus","Council Area",2016,"Recycled",33371.1
"868","Argyll and Bute","Council Area",2016,"Recycled",18188.3
"869","City of Edinburgh","Council Area",2016,"Recycled",86317.3
"870","Clackmannanshire","Council Area",2016,"Recycled",15305.9
"871","Dumfries and Galloway","Council Area",2016,"Recycled",17659.5
"872","Dundee City","Council Area",2016,"Recycled",22860.6
"873","East Ayrshire","Council Area",2016,"Recycled",30062.2
"874","East Dunbartonshire","Council Area",2016,"Recycled",27085
"875","East Lothian","Council Area",2016,"Recycled",26337
"876","East Renfrewshire","Council Area",2016,"Recycled",29009.9
"877","Falkirk","Council Area",2016,"Recycled",36831.6
"878","Fife","Council Area",2016,"Recycled",102608.6
"879","Glasgow City","Council Area",2016,"Recycled",54552.4
"880","Highland","Council Area",2016,"Recycled",58231.5
"881","Inverclyde","Council Area",2016,"Recycled",15692.5
"882","Midlothian","Council Area",2016,"Recycled",21928.5
"883","Moray","Council Area",2016,"Recycled",30696.5
"884","Na h-Eileanan Siar","Council Area",2016,"Recycled",3607.5
"885","North Ayrshire","Council Area",2016,"Recycled",35308.8
"886","North Lanarkshire","Council Area",2016,"Recycled",66207.5
"887","Orkney Islands","Council Area",2016,"Recycled",2006.9
"888","Perth and Kinross","Council Area",2016,"Recycled",43032.7
"889","Renfrewshire","Council Area",2016,"Recycled",40546.8
"890","Scottish Borders","Council Area",2016,"Recycled",20264.6
"891","Shetland Islands","Council Area",2016,"Recycled",786.6
"892","South Ayrshire","Council Area",2016,"Recycled",28189.8
"893","South Lanarkshire","Council Area",2016,"Recycled",80820.5
"894","Stirling","Council Area",2016,"Recycled",24236.5
"895","West Dunbartonshire","Council Area",2016,"Recycled",21784.9
"896","West Lothian","Council Area",2016,"Recycled",36591.1
"897","Aberdeen City","Council Area",2017,"Recycled",38568.2
"898","Aberdeenshire","Council Area",2017,"Recycled",55714
"899","Angus","Council Area",2017,"Recycled",31071.7
"900","Argyll and Bute","Council Area",2017,"Recycled",19536.2
"901","City of Edinburgh","Council Area",2017,"Recycled",82277.6
"902","Clackmannanshire","Council Area",2017,"Recycled",16196
"903","Dumfries and Galloway","Council Area",2017,"Recycled",21245.2
"904","Dundee City","Council Area",2017,"Recycled",22844.4
"905","East Ayrshire","Council Area",2017,"Recycled",29547.4
"906","East Dunbartonshire","Council Area",2017,"Recycled",27043
"907","East Lothian","Council Area",2017,"Recycled",26884.9
"908","East Renfrewshire","Council Area",2017,"Recycled",31936.9
"909","Falkirk","Council Area",2017,"Recycled",41727.8
"910","Fife","Council Area",2017,"Recycled",97545.8
"911","Glasgow City","Council Area",2017,"Recycled",59875.7
